começar, {event}, começo
perseguir, {event}, perseguição
deformar, {event}, deformação
incluir, {event}, inclusão
vencer, {event}, vitória
expirar, {event}, expiração
conspirar, {event}, conspiração
desvalorizar, {event}, desvalorização
corroer, {event}, corrosão
operar, {event}, operação
inflamar, {event}, inflamação
discordar, {event}, discórdia
ocupar, {event}, ocupação
reorientar, {event}, reorientação
defender, {agent}, defensor
consagrar, {event}, consagração
trair, {event}, traição
cheirar, {result}, cheiro
formalizar, {event}, formalização
enumerar, {event}, enumeração
cauterizar, {event}, cauterização
saquear, {undergoer}, saque
provar, {event}, prova
examinar, {event}, examinação
generalizar, {result}, generalização
angustiar, {event}, angústia
observar, {result}, observação
resolver, {result}, resolução
expropriar, {event}, expropriação
jogar, {agent}, jogador
abandonar, {event}, abandono
brotar, {event}, brotação
soldar, {byMeansOf}, solda
derreter, {event}, derretimento
suspeitar, {agent}, suspeito
consolidar, {event}, consolidação
sincronizar, {result}, sincronização
avançar, {event}, avanço
amputar, {event}, amputação
privar, {event}, privação
explodir, {event}, explosão
acentuar, {uses}, acentuação
integrar, {byMeansOf}, integração
inserir, {event}, inserção
incinerar, {event}, incineração
alucinar, {event}, alucinação
pecar, {agent}, pecador
processar, {event}, processo
hospitalizar, {event}, hospitalização
registrar, {event}, registro
viciar, {agent}, viciada
debater, {event}, debate
saquear, {undergoer}, saque
alugar, {event}, aluguel
começar, {event}, começo
reter, {event}, retenção
substituir, {event}, substituição
prever, {event}, previsão
misturar, {event}, mistura
picar, {uses}, picada
promulgar, {event}, promulgação
praticar, {byMeansOf}, prática
desvalorizar, {event}, desvalorização
permitir, {event}, permissão
beber, {event}, bebida
envolver, {event}, envolvimento
desobedecer, {event}, desobediência
instruir, {agent}, instrutor
multar, {uses}, multa
viajar, {event}, viagem
identificar, {event}, identificação
alcançar, {property}, alcance
navegar, {instrument}, navegador
codificar, {event}, codificação
desejar, {event}, desejo
consagrar, {event}, consagração
adaptar, {agent}, adaptador
pintar, {uses}, pintura
inundar, {event}, inundação
dramatizar, {event}, dramatização
empobrecer, {event}, empobrecimento
fragmentar, {event}, fragmentação
proteger, {byMeansOf}, protecção
saltar, {event}, salto
significar, {undergoer}, significado
classificar, {undergoer}, classificação
seduzir, {event}, sedução
nutrir, {byMeansOf}, nutrição
afirmar, {event}, afirmação
alinhar, {property}, alinhamento
mudar, {undergoer}, mutação
contundir, {event}, contusão
vacinar, {result}, vacinação
inchar, {event}, inchaço
estigmatizar, {byMeansOf}, estigma
atrasar, {event}, atraso
difamar, {event}, difamação
notificar, {uses}, notificação
aclamar, {event}, aclamação
coabitar, {event}, coabitação
atacar, {agent}, atacante
conceber, {event}, concepção
fabricar, {agent}, fabricante
visualizar, {result}, visualização
perfurar, {result}, perfuração
consultar, {event}, consulta
abrir, {agent}, abridor
rever, {byMeansOf}, revisão
informar, {uses}, informação
comungar, {event}, comunhão
configurar, {result}, configuração
usar, {agent}, usuário
entreter, {uses}, entretenimento
encapsular, {state}, encapsulamento
irritar, {byMeansOf}, irritação
coexistir, {event}, coexistência
preceder, {event}, precedência
restringir, {event}, restrição
compilar, {event}, compilação
cultivar, {event}, cultivo
chegar, {event}, chegada
comparar, {property}, comparação
optimizar, {event}, optimização
trocar, {event}, troca
embrulhar, {undergoer}, embrulhador
interpolar, {event}, interpolação
multiplicar, {byMeansOf}, multiplicação
vetar, {event}, veto
conceder, {state}, concessão
empurrar, {event}, empurrão
harmonizar, {event}, harmonização
manobrar, {byMeansOf}, manobra
interpretar, {uses}, interpretação
desejar, {event}, desejo
ilustrar, {uses}, ilustração
competir, {agent}, competidor
aglutinar, {event}, aglutinação
ilustrar, {uses}, ilustração
programar, {result}, programação
oxidar, {event}, oxidação
inventar, {event}, invenção
cristalizar, {byMeansOf}, cristalização
ressuscitar, {event}, ressurreição
custar, {result}, custo
empurrar, {event}, empurrão
acabar, {event}, acabamento
adquirir, {event}, aquisição
pagar, {undergoer}, pagamento
assimilar, {event}, assimilação
subir, {event}, subida
filtrar, {instrument}, filtro
vestir, {undergoer}, vestuário
renunciar, {byMeansOf}, renúncia
saturar, {event}, saturação
ejacular, {event}, ejaculação
polir, {property}, polimento
decretar, {undergoer}, decreto
ostentar, {event}, ostentamento
cair, {event}, queda
invadir, {event}, invasão
assimilar, {event}, assimilação
expatriar, {agent}, expatriado
purificar, {event}, purificação
impulsionar, {event}, impulsão
derreter, {event}, derretimento
citar, {undergoer}, citação
retificar, {event}, retificação
aumentar, {byMeansOf}, aumento
personificar, {event}, personificação
irritar, {event}, irritação
confessar, {byMeansOf}, confissão
minimizar, {event}, minimização
galvanizar, {event}, galvanização
encabeçar, {byMeansOf}, encabeçamento
comentar, {result}, comentário
começar, {event}, começo
canonizar, {event}, canonização
reiterar, {event}, reiteração
respirar, {event}, respiração
contaminar, {byMeansOf}, contaminação
discriminar, {event}, discriminação
catalogar, {agent}, catalogador
descrever, {event}, descrição
destruir, {event}, destruição
explorar, {event}, exploração
secar, {material}, secador
alistar, {event}, alistamento
insinuar, {event}, insinuação
pasteurizar, {event}, pasteurização
comer, {agent}, comedor
abortar, {event}, abortamento
curvar, {result}, curva
convidar, {event}, convite
escrever, {agent}, escritor
reavaliar, {event}, reavaliação
decidir, {event}, decisão
inchar, {event}, inchaço
validar, {event}, validação
imprimir, {instrument}, impressora
profanar, {event}, profanação
felicitar, {event}, felicitação
saudar, {byMeansOf}, saudação
refutar, {byMeansOf}, refutação
aliviar, {event}, alívio
bater, {event}, batida
esculpir, {result}, escultura
sincronizar, {event}, sincronização
emigrar, {event}, emigração
bater, {instrument}, batedor
promover, {agent}, promotor
esterilizar, {event}, esterilização
adorar, {agent}, adorador
narrar, {event}, narração
contornar, {result}, contorno
arejar, {event}, arejamento
padronizar, {event}, padronização
ausentar, {event}, ausência
merecer, {property}, merecimento
matar, {agent}, matador
imaginar, {byMeansOf}, imaginação
conspirar, {result}, conspiração
auscultar, {event}, auscultação
absorver, {event}, absorção
abastecer, {event}, abastecimento
preparar, {event}, preparação
berrar, {event}, berro
fortificar, {byMeansOf}, fortificação
abstrair, {undergoer}, abstracção
escrever, {agent}, escritor
humilhar, {event}, humilhação
emancipar, {event}, emancipação
derrapar, {event}, derrapagem
subir, {event}, subida
titular, {result}, titulação
mentir, {undergoer}, mentira
vazar, {location}, vazamento
tripular, {agent}, tripulação
aprovar, {byMeansOf}, aprovação
contrastar, {property}, contraste
diferenciar, {byMeansOf}, diferenciação
barricar, {byMeansOf}, barricada
sangrar, {event}, sangramento
resolver, {event}, resolução
granizar, {event}, granizo
correr, {agent}, corredor
resultar, {event}, resultado
cancelar, {event}, cancelamento
recrutar, {event}, recrutamento
dessalinizar, {event}, dessalinização
concluir, {event}, conclusão
confessar, {agent}, confessor
cumprir, {event}, cumprimento
escapar, {event}, escapada
imigrar, {agent}, imigração
unificar, {event}, unificação
gravar, {agent}, gravador
contrair, {event}, contração
comer, {agent}, comedor
ventilar, {byMeansOf}, ventilador
facilitar, {agent}, facilitador
desaparecer, {event}, desaparecimento
explorar, {event}, exploração
render, {result}, rendimento
prolongar, {event}, prolongamento
chover, {event}, chuva
enriquecer, {byMeansOf}, enriquecimento
atrasar, {event}, atraso
estrear, {event}, estreia
lascar, {result}, lasca
concentrar, {result}, concentração
tentar, {result}, tentativa
duvidar, {state}, dúvida
transferir, {agent}, transferência
combinar, {event}, combinação
supor, {byMeansOf}, suposição
evacuar, {event}, evacuação
desidratar, {result}, desidratação
aquecer, {byMeansOf}, aquecimento
deformar, {event}, deformação
representar, {event}, representação
desarmar, {event}, desarmamento
confeccionar, {event}, confecção
circular, {event}, circulação
difundir, {property}, difusão
anotar, {result}, anotação
socorrer, {event}, socorro
explorar, {event}, exploração
compensar, {undergoer}, compensação
masturbar, {event}, masturbação
ajudar, {byMeansOf}, ajudante
contemplar, {event}, contemplação
estabelecer, {event}, estabelecimento
americanizar, {event}, americanização
servir, {agent}, serviço
interessar, {event}, interesse
começar, {event}, começo
repudiar, {event}, repúdio
reorganizar, {event}, reorganização
interrogar, {event}, interrogação
interferir, {event}, interferência
neutralizar, {event}, neutralização
coordenar, {event}, coordenação
procurar, {event}, procura
reunir, {event}, reunião
funcionar, {event}, função
pensar, {event}, pensamento
revolucionar, {event}, revolução
sacrificar, {event}, sacrifício
empregar, {undergoer}, empregado
consultar, {event}, consulta
consumir, {agent}, consumidor
civilizar, {result}, civilização
aceitar, {result}, aceitação
determinar, {result}, determinação
obstruir, {event}, obstrução
transmitir, {event}, transmissão
redigir, {agent}, redator
deteriorar, {event}, deterioração
organizar, {result}, organização
instalar, {result}, instalação
pescar, {agent}, pescador
adiar, {event}, adiamento
experimentar, {event}, experiência
suar, {undergoer}, suor
complicar, {event}, complicação
ferir, {event}, ferimento
cair, {event}, queda
ordenar, {result}, ordem
aniquilar, {event}, aniquilação
doar, {event}, doação
descobrir, {agent}, descobridor
calibrar, {event}, calibração
sorrir, {event}, sorriso
convalescer, {event}, convalescência
identificar, {event}, identificação
restaurar, {state}, restauração
caracterizar, {event}, caracterização
refrigerar, {event}, refrigeração
destilar, {result}, destilação
proteger, {agent}, protetor
variar, {event}, variação
rebaixar, {state}, rebaixe
refrigerar, {event}, refrigeração
inclinar, {property}, inclinação
desencantar, {event}, desencantamento
explorar, {agent}, explorador
evaporar, {material}, evaporação
infectar, {event}, infecção
extinguir, {event}, extinção
educar, {agent}, educador
chocar, {event}, choque
dissecar, {event}, dissecção
experimentar, {event}, experiência
lutar, {agent}, lutador
operar, {event}, operação
revolucionar, {event}, revolução
roer, {agent}, roedor
discutir, {event}, discussão
presumir, {result}, presunção
unificar, {event}, unificação
declarar, {result}, declaração
compreender, {event}, compreensão
adulterar, {result}, adulteração
pastar, {location}, pasto
condescender, {byMeansOf}, condescendência
resolver, {event}, resolução
vender, {agent}, vendedor
apostar, {event}, aposta
subverter, {event}, subversão
desdenhar, {property}, desdém
interagir, {event}, interação
avariar, {event}, avaria
escalar, {event}, escalada
familiarizar, {event}, familiarização
finalizar, {event}, fim
intimidar, {event}, intimidação
desconfiar, {property}, desconfiança
rastejar, {event}, rastejamento
evacuar, {event}, evacuação
perseverar, {event}, perseverança
estudar, {event}, estudo
esterilizar, {event}, esterilização
somar, {result}, soma
reunir, {event}, reunião
otimizar, {event}, otimização
localizar, {event}, localização
ajustar, {event}, ajuste
desejar, {undergoer}, desejo
renovar, {event}, renovação
bombear, {undergoer}, bomba
comemorar, {uses}, comemoração
passear, {event}, passeio
frustrar, {event}, frustração
insultar, {event}, insulto
ceder, {event}, cessão
revolucionar, {event}, revolução
subtrair, {event}, subtração
reparar, {event}, reparação
aparecer, {event}, aparição
aspirar, {undergoer}, aspiração
perder, {event}, perda
citar, {byMeansOf}, citação
olhar, {event}, olhadela
desafiar, {event}, desafio
julgar, {event}, julgador
tingir, {byMeansOf}, tintura
prescrever, {undergoer}, prescrição
satisfazer, {result}, satisfação
deformar, {event}, deformação
entrevistar, {agent}, entrevistador
reclamar, {event}, reclamação
ajudar, {agent}, ajudante
abrir, {event}, abridor
reencarnar, {event}, reencarnação
coordenar, {agent}, coordenador
surpreender, {state}, surpresa
colidir, {event}, colisão
reunir, {event}, reunião
tentar, {byMeansOf}, tentação
ler, {undergoer}, leitura
abastecer, {uses}, abastecimento
deslocar, {event}, deslocamento
compensar, {undergoer}, compensação
avaliar, {agent}, avaliador
cantar, {agent}, cantor
manipular, {event}, manipulação
alimentar, {property}, alimento
categorizar, {result}, categorização
aclimatar, {event}, aclimatação
centralizar, {event}, centralização
roubar, {undergoer}, roubo
inaugurar, {event}, inauguração
guerrear, {agent}, guerreiro
alterar, {event}, alteração
estender, {event}, extensão
publicar, {result}, publicação
comparar, {property}, comparação
sintetizar, {instrument}, sintetizador
amortecer, {byMeansOf}, amortecedor
bater, {instrument}, batedor
proibir, {byMeansOf}, proibição
rever, {event}, revisão
perguntar, {event}, pergunta
colonizar, {event}, colonização
derivar, {location}, derivação
melhorar, {byMeansOf}, melhoria
multar, {event}, multa
finalizar, {byMeansOf}, final
cortar, {event}, corte
aumentar, {event}, aumento
mudar, {event}, mudança
operar, {event}, operação
peregrinar, {event}, peregrinação
focalizar, {event}, focalização
culminar, {event}, culminância
estabilizar, {event}, estabilização
contrabandear, {agent}, contrabandista
dirigir, {agent}, diretor
realizar, {event}, realização
renunciar, {event}, renúncia
desacelerar, {event}, desaceleração
puxar, {event}, puxão
evaporar, {agent}, evaporação
aceitar, {event}, aceitação
tratar, {event}, tratamento
predispor, {byMeansOf}, predisposição
validar, {event}, validação
surpreender, {event}, surpresa
vestir, {uses}, vestuário
precipitar, {event}, precipitação
preocupar, {byMeansOf}, preocupação
prostituir, {event}, prostituição
consolidar, {event}, consolidação
ensaiar, {event}, ensaio
parafrasear, {event}, paráfrase
formar, {event}, formação
jogar, {agent}, jogador
atrasar, {result}, atraso
ajudar, {byMeansOf}, ajudante
extorquir, {event}, extorsão
projetar, {event}, projeto
banir, {state}, banimento
intimidar, {event}, intimidação
inaugurar, {event}, inauguração
forçar, {byMeansOf}, força
emanar, {event}, emanação
convocar, {result}, convocação
relatar, {event}, relato
monopolizar, {event}, monopolização
exumar, {event}, exumação
exilar, {event}, exílio
exasperar, {event}, exasperação
garantir, {byMeansOf}, garantia
afetar, {event}, efeito
alocar, {undergoer}, alocação
redefinir, {event}, redefinição
catalogar, {agent}, catalogador
americanizar, {event}, americanização
tremer, {event}, tremor
privar, {event}, privação
separar, {event}, separação
trabalhar, {agent}, trabalhador
repudiar, {event}, repúdio
roncar, {event}, ronco
enumerar, {result}, enumeração
correr, {event}, corrida
minerar, {agent}, mineiro
descontaminar, {event}, descontaminação
instalar, {event}, instalação
comunicar, {undergoer}, comunicação
nutrir, {byMeansOf}, nutrição
embelezar, {event}, embelezamento
desjejuar, {event}, desjejum
buscar, {agent}, buscador
viajar, {event}, viagem
beber, {event}, bebida
correlacionar, {event}, correlação
imigrar, {agent}, imigração
divorciar, {event}, divórcio
desperdiçar, {event}, desperdício
esculpir, {result}, escultura
fermentar, {result}, fermentação
recomendar, {undergoer}, recomendação
desabafar, {event}, desabafo
trabalhar, {event}, trabalho
aumentar, {event}, aumento
narrar, {agent}, narrador
admitir, {event}, admissão
esclarecer, {event}, esclarecimento
creditar, {agent}, credor
sobreviver, {agent}, sobrevivente
visitar, {agent}, visitante
preceder, {event}, precedência
pular, {event}, pulo
exasperar, {event}, exasperação
jogar, {event}, jogo
calcular, {event}, cálculo
criar, {agent}, criador
interromper, {event}, interrupção
contentar, {state}, contentamento
injuriar, {byMeansOf}, injúria
pressionar, {byMeansOf}, pressão
definir, {result}, definição
acessar, {event}, acesso
medir, {undergoer}, medida
seduzir, {event}, sedução
erradicar, {event}, erradicação
circuncidar, {event}, circuncisão
germinar, {event}, germinação
oxidar, {event}, oxidação
responder, {event}, resposta
visitar, {agent}, visitante
transgredir, {event}, transgressão
assaltar, {agent}, assaltante
seguir, {agent}, seguidor
adquirir, {event}, aquisição
alegrar, {byMeansOf}, alegria
matricular, {event}, matrícula
instruir, {agent}, instrutor
desculpar, {undergoer}, desculpa
dividir, {event}, divisão
esperar, {byMeansOf}, esperança
encarcerar, {event}, encarceramento
codificar, {event}, codificação
investir, {agent}, investidor
cristalizar, {event}, cristalização
intoxicar, {state}, intoxicação
compensar, {undergoer}, compensação
convulsionar, {event}, convulsão
oprimir, {agent}, opressor
radiar, {event}, radiação
correr, {event}, corrida
armar, {uses}, arma
vazar, {location}, vazamento
reproduzir, {event}, reprodução
infectar, {event}, infecção
extorquir, {event}, extorsão
aumentar, {event}, aumento
espalhar, {event}, espalhamento
confundir, {result}, confusão
predominar, {event}, predominância
vibrar, {event}, vibração
mentir, {event}, mentira
preparar, {byMeansOf}, preparação
assinar, {agent}, assinante
justificar, {byMeansOf}, justificação
analisar, {instrument}, analisador
transportar, {event}, transporte
hipotecar, {undergoer}, hipoteca
caminhar, {event}, caminhada
conceber, {event}, concepção
amar, {agent}, amante
leiloar, {event}, leilão
curar, {agent}, curandeiro
piorar, {event}, piora
equacionar, {event}, equação
passear, {event}, passeio
bater, {event}, batida
abortar, {event}, aborto
acordar, {event}, acordo
importar, {undergoer}, importação
aumentar, {event}, aumento
desejar, {undergoer}, desejo
transmitir, {event}, transmissão
atacar, {agent}, atacante
examinar, {agent}, examinador
menstruar, {event}, menstruação
rejeitar, {event}, rejeição
estudar, {event}, estudo
apelar, {event}, apelação
desaparecer, {event}, desaparecimento
observar, {agent}, observador
acompanhar, {event}, acompanhamento
agitar, {state}, agitação
julgar, {agent}, juiz
demandar, {event}, demanda
regar, {event}, rega
persuadir, {event}, persuasão
mobilizar, {event}, mobilização
identificar, {byMeansOf}, identificação
oferecer, {event}, oferecimento
resolver, {property}, resolução
desorientar, {event}, desorientação
culminar, {event}, culminância
acompanhar, {result}, acompanhamento
protestar, {event}, protesto
equalizar, {event}, equalização
modificar, {event}, modificação
desorganizar, {event}, desorganização
nomear, {uses}, nome
misturar, {event}, mistura
preocupar, {byMeansOf}, preocupação
emitir, {byMeansOf}, emissor
formular, {event}, formulação
aprovar, {event}, aprovação
nadar, {agent}, nadador
testemunhar, {uses}, testemunha
fortificar, {byMeansOf}, fortificação
ignorar, {state}, ignorância
alugar, {event}, aluguel
divertir, {event}, diversão
decretar, {byMeansOf}, decreto
celebrar, {event}, celebração
amaldiçoar, {event}, maldição
extrapolar, {event}, extrapolação
separar, {event}, separação
procurar, {event}, procura
exportar, {undergoer}, exportação
treinar, {agent}, treinador
viajar, {event}, viagem
suturar, {byMeansOf}, sutura
ajustar, {event}, ajustamento
apostar, {undergoer}, aposta
infringir, {event}, infracção
omitir, {result}, omissão
emanar, {event}, emanação
colidir, {event}, colisão
revelar, {event}, revelação
garantir, {byMeansOf}, garantia
mobilizar, {event}, mobilização
organizar, {agent}, organização
amar, {undergoer}, amante
desaprovar, {state}, desaprovação
indispor, {event}, indisposição
significar, {undergoer}, significado
escolher, {undergoer}, escolha
aumentar, {event}, aumento
continuar, {event}, continuação
chantagear, {agent}, chantagista
vandalizar, {agent}, vândalo
ordenar, {result}, ordem
fundar, {agent}, fundador
castrar, {event}, castração
citar, {byMeansOf}, citação
bifurcar, {result}, bifurcação
prosseguir, {event}, prosseguimento
misturar, {event}, mistura
trabalhar, {agent}, trabalhador
ajudar, {agent}, ajudante
contemplar, {event}, contemplação
sussurrar, {event}, sussurro
aparecer, {event}, aparição
elaborar, {event}, elaboração
ordenar, {result}, ordem
medicar, {byMeansOf}, medicamento
navegar, {event}, navegação
motivar, {byMeansOf}, motivação
simplificar, {event}, simplificação
centrifugar, {event}, centrifugação
possuir, {agent}, possuidor
aventurar, {byMeansOf}, aventura
neutralizar, {event}, neutralização
observar, {agent}, observador
atacar, {event}, ataque
abreviar, {result}, abreviatura
acampar, {location}, acampamento
consultar, {event}, consulta
preferir, {event}, preferência
empobrecer, {event}, empobrecimento
relacionar, {event}, relação
recomendar, {byMeansOf}, recomendação
identificar, {event}, identificação
procrastinar, {agent}, procrastinador
calcificar, {event}, calcificação
atacar, {agent}, atacante
desvalorizar, {event}, desvalorização
abandonar, {event}, abandono
pintar, {agent}, pintor
organizar, {agent}, organização
discriminar, {event}, discriminação
tossir, {event}, tosse
levantar, {event}, levantamento
ameaçar, {byMeansOf}, ameaça
inserir, {event}, inserção
conotar, {undergoer}, conotação
argumentar, {event}, argumentação
triangular, {byMeansOf}, triangulação
contaminar, {byMeansOf}, contaminação
declarar, {result}, declaração
desenhar, {agent}, desenhista
pagar, {byMeansOf}, pagamento
nacionalizar, {event}, nacionalização
observar, {event}, observação
cochilar, {event}, cochilo
nomear, {event}, nomeação
ressentir, {state}, ressentimento
anunciar, {byMeansOf}, anúncio
suspirar, {event}, suspiro
lançar, {event}, lançamento
planejar, {result}, plano
castigar, {event}, castigo
partir, {event}, partida
acidificar, {event}, acidificação
habitar, {agent}, habitante
aperfeiçoar, {event}, aperfeiçoamento
minimizar, {event}, minimização
lançar, {event}, lançamento
diminuir, {event}, diminuição
emancipar, {event}, emancipação
mergulhar, {agent}, mergulhador
falsear, {result}, falsidade
desarmar, {event}, desarmamento
documentar, {byMeansOf}, documento
vestir, {uses}, vestuário
decidir, {result}, decisão
aumentar, {event}, aumento
imprimir, {result}, impressão
apresentar, {event}, apresentação
dotar, {uses}, dotação
desperdiçar, {property}, desperdício
abandonar, {event}, abandono
evaporar, {result}, evaporação
taxar, {uses}, taxa
silenciar, {byMeansOf}, silenciador
personificar, {event}, personificação
amadurecer, {event}, amadurecimento
emboscar, {event}, emboscada
visualizar, {result}, visualização
continuar, {event}, continuação
caçar, {agent}, caçador
listar, {uses}, lista
acelerar, {event}, aceleração
formatar, {result}, formatação
processar, {instrument}, processador
trocar, {event}, troca
ganhar, {agent}, ganhador
temperar, {material}, tempero
enriquecer, {event}, enriquecimento
modificar, {event}, modificação
copiar, {result}, cópia
colonizar, {event}, colonização
focalizar, {event}, focalização
juntar, {event}, junção
cantar, {agent}, cantor
competir, {agent}, competidor
entrevistar, {event}, entrevista
aquiescer, {event}, aquiescência
automatizar, {event}, automação
ameaçar, {byMeansOf}, ameaça
conversar, {event}, conversação
imigrar, {event}, imigração
proliferar, {event}, proliferação
cortar, {event}, corte
plagiar, {agent}, plagiador
organizar, {result}, organização
instalar, {event}, instalação
fugir, {event}, fuga
executar, {event}, execução
discutir, {event}, discussão
convidar, {undergoer}, convidado
diminuir, {event}, diminuição
inundar, {event}, inundação
regenerar, {event}, regeneração
cantar, {undergoer}, canto
receber, {event}, recebimento
carregar, {agent}, carregador
comercializar, {event}, comercialização
endossar, {byMeansOf}, endosso
confundir, {state}, confusão
esmagar, {event}, esmagamento
formular, {event}, formulação
considerar, {event}, consideração
destruir, {agent}, destruidor
organizar, {result}, organização
articular, {event}, articulação
resumir, {uses}, resumo
reconstruir, {event}, reconstrução
interromper, {event}, interrupção
enganar, {event}, enganação
sobreviver, {agent}, sobrevivente
padronizar, {event}, padronização
fertilizar, {material}, fertilizante
aceitar, {event}, aceitação
amadurecer, {event}, amadurecimento
buscar, {agent}, buscador
ofender, {byMeansOf}, ofensa
considerar, {undergoer}, consideração
complementar, {byMeansOf}, complemento
bater, {event}, batida
aliviar, {event}, alívio
julgar, {event}, julgador
boicotar, {event}, boicote
confirmar, {byMeansOf}, confirmação
cochichar, {event}, cochicho
proibir, {byMeansOf}, proibição
culpar, {event}, culpa
orquestrar, {event}, orquestração
legalizar, {event}, legalização
planejar, {result}, plano
retratar, {result}, retrato
inspecionar, {event}, inspeção
saltar, {event}, salto
doer, {result}, dor
desejar, {event}, desejo
morder, {result}, mordedura
registrar, {location}, registrador
desintoxicar, {event}, desintoxicação
deformar, {event}, deformação
reconstruir, {event}, reconstrução
lutar, {event}, luta
putrefazer, {event}, putrefação
neutralizar, {event}, neutralização
prestidigitar, {agent}, prestidigitador
votar, {event}, voto
ulcerar, {bodyPart}, ulceração
editar, {agent}, editor
mudar, {event}, mudança
desgraçar, {event}, desgraça
zurrar, {event}, zurro
circular, {event}, circulação
transpor, {event}, transposição
tentar, {event}, tentativa
precipitar, {event}, precipitação
investigar, {event}, investigação
especializar, {event}, especialização
descolonizar, {event}, descolonização
desfalecer, {event}, desfalecimento
aprovar, {event}, aprovação
perseguir, {agent}, perseguidor
obrigar, {byMeansOf}, obrigação
administrar, {byMeansOf}, administração
ajudar, {byMeansOf}, ajudante
intensificar, {event}, intensificação
comentar, {byMeansOf}, comentário
detonar, {event}, detonação
rebocar, {vehicle}, rebocador
treinar, {agent}, treinador
estacionar, {location}, estacionamento
fibrilar, {event}, fibrilação
desmobilizar, {event}, desmobilização
aniquilar, {event}, aniquilação
regenerar, {event}, regeneração
explorar, {event}, exploração
degustar, {event}, degustação
propor, {event}, proposição
sepultar, {event}, sepultura
temperar, {uses}, tempero
desejar, {event}, desejo
mentir, {byMeansOf}, mentira
mensurar, {event}, mensuração
comprometer, {event}, compromisso
prometer, {event}, promessa
mudar, {event}, mudança
pintar, {agent}, pintor
desmineralizar, {event}, desmineralização
continuar, {event}, continuação
telefonar, {event}, telefonema
dançar, {agent}, dançarino
louvar, {event}, louvor
opor, {agent}, opositor
escolher, {event}, escolha
congelar, {instrument}, congelador
dissimular, {event}, dissimulação
criar, {result}, criação
incluir, {event}, inclusão
