começar, {event}, começo
negligenciar, {property}, negligência
inalar, {event}, inalação
privatizar, {event}, privatização
operar, {agent}, operador
transplantar, {event}, transplante
construir, {agent}, construtor
corroer, {event}, corrosão
assombrar, {event}, assombro
retificar, {event}, retificação
represar, {byMeansOf}, represa
verificar, {byMeansOf}, verificação
interpretar, {uses}, interpretação
sorrir, {event}, sorriso
culminar, {event}, culminância
restringir, {byMeansOf}, restrição
transplantar, {event}, transplante
recrutar, {event}, recrutamento
redimir, {event}, redenção
prometer, {event}, promessa
celebrar, {event}, celebração
crescer, {event}, crescimento
influir, {byMeansOf}, influência
traduzir, {agent}, tradutor
espessar, {event}, espessamento
frustrar, {state}, frustração
beatificar, {event}, beatificação
abraçar, {event}, abraço
nadar, {event}, nadada
liderar, {agent}, líder
treinar, {agent}, treinador
inspecionar, {agent}, inspetor
filmar, {result}, filme
lavrar, {agent}, lavrador
induzir, {event}, indução
apelar, {event}, apelação
agitar, {event}, agitação
diminuir, {event}, diminuição
chupar, {agent}, chupador
executar, {event}, execução
espreitar, {event}, espreita
finalizar, {event}, fim
cantar, {agent}, cantor
pesquisar, {agent}, pesquisador
aprovar, {event}, aprovação
ligar, {byMeansOf}, ligação
recorrer, {undergoer}, recurso
vender, {agent}, vendedor
ulcerar, {bodyPart}, ulceração
escavar, {location}, escavação
multiplicar, {byMeansOf}, multiplicação
bater, {event}, batida
questionar, {result}, questão
contentar, {event}, contentamento
explicar, {event}, explicação
responder, {byMeansOf}, resposta
punir, {event}, punição
dissuadir, {event}, dissuasão
reconhecer, {event}, reconhecimento
exteriorizar, {event}, exteriorização
descobrir, {event}, descoberta
orar, {agent}, oração
isolar, {state}, isolamento
planar, {vehicle}, planador
desumanizar, {event}, desumanização
descrever, {event}, descrição
trabalhar, {agent}, trabalhador
protestar, {event}, protesto
representar, {event}, representação
assimilar, {event}, assimilação
acenar, {event}, aceno
assumir, {event}, assunção
tocar, {event}, toque
suspender, {event}, suspensão
escrever, {agent}, escritor
dividir, {event}, divisão
evitar, {event}, evitação
renovar, {event}, renovação
variar, {event}, variação
coagular, {event}, coagulação
comer, {agent}, comedor
fraturar, {event}, fractura
atrofiar, {event}, atrofia
transladar, {event}, translação
fornecer, {event}, fornecimento
continuar, {event}, continuidade
defender, {agent}, defensor
deliberar, {property}, deliberação
comemorar, {event}, comemoração
matar, {agent}, matador
tingir, {result}, tintura
numerar, {uses}, número
manipular, {event}, manipulação
reeleger, {event}, reeleição
suspender, {event}, suspensão
inovar, {agent}, inovador
puxar, {event}, puxão
reembolsar, {undergoer}, reembolso
drenar, {event}, drenagem
deliberar, {property}, deliberação
infectar, {event}, infecção
iluminar, {event}, iluminação
aquecer, {instrument}, aquecedor
dilatar, {event}, dilatação
relinchar, {event}, relincho
saltar, {event}, salto
integrar, {event}, integração
enganar, {byMeansOf}, engano
atrair, {undergoer}, atração
adiar, {event}, adiamento
vibrar, {instrument}, vibrador
humanizar, {event}, humanização
cozinhar, {agent}, cozinheiro
subornar, {undergoer}, suborno
melhorar, {event}, melhoria
prever, {event}, previsão
dançar, {agent}, dançarino
oferecer, {event}, oferecimento
forçar, {byMeansOf}, força
babar, {undergoer}, baba
patentear, {uses}, patente
refutar, {byMeansOf}, refutação
privar, {event}, privação
defender, {agent}, defensor
desafiar, {event}, desafio
agrupar, {result}, grupo
batalhar, {event}, batalha
brilhar, {uses}, brilho
especular, {event}, especulação
amortizar, {event}, amortização
contrair, {event}, contracção
inverter, {event}, inversão
experienciar, {result}, experiência
pedir, {byMeansOf}, pedido
estacionar, {location}, estacionamento
obedecer, {property}, obediência
ridicularizar, {event}, ridicularização
distorcer, {event}, distorção
modernizar, {event}, modernização
iniciar, {event}, início
assassinar, {agent}, assassino
reorganizar, {event}, reorganização
andar, {event}, andada
nevar, {event}, nevada
minimizar, {event}, minimização
entrar, {byMeansOf}, entrada
atacar, {agent}, atacante
desejar, {event}, desejo
conquistar, {agent}, conquistador
lacrimejar, {undergoer}, lágrima
capitalizar, {event}, capitalização
realizar, {result}, realização
cristalizar, {event}, cristalização
manter, {byMeansOf}, manutenção
expulsar, {event}, expulsão
limitar, {event}, limitação
legislar, {agent}, legislador
deformar, {event}, deformação
descobrir, {agent}, descobridor
batalhar, {event}, batalha
realizar, {event}, realização
renunciar, {event}, renúncia
compilar, {undergoer}, compilação
secar, {instrument}, secador
empatar, {event}, empate
destacar, {undergoer}, destaque
respeitar, {property}, respeito
filmar, {byMeansOf}, filme
dividir, {event}, divisão
dedicar, {event}, dedicação
faturar, {undergoer}, fatura
condenar, {undergoer}, condenado
aceitar, {result}, aceitação
interromper, {event}, interrupção
afinar, {agent}, afinador
bater, {event}, batida
diversificar, {event}, diversificação
invocar, {event}, invocação
programar, {agent}, programador
escrever, {agent}, escritor
desacelerar, {event}, desaceleração
colaborar, {agent}, colaborador
intensificar, {event}, intensificação
denominar, {event}, denominação
abjurar, {event}, abjuração
desfigurar, {event}, desfiguramento
ajustar, {event}, ajustamento
criar, {event}, criação
levantar, {event}, levantamento
magoar, {byMeansOf}, mágoa
confundir, {state}, confusão
subverter, {agent}, subversivo
impor, {event}, imposição
hesitar, {byMeansOf}, hesitação
augurar, {byMeansOf}, augúrio
assassinar, {agent}, assassino
observar, {result}, observação
entreter, {event}, entretenimento
realizar, {event}, realização
expressar, {byMeansOf}, expressão
prognosticar, {event}, prognóstico
exacerbar, {event}, exacerbação
deteriorar, {event}, deterioração
acabar, {event}, acabamento
anular, {event}, anulação
compreender, {event}, compreensão
embelezar, {event}, embelezamento
tolerar, {byMeansOf}, tolerância
irradiar, {event}, irradiação
contribuir, {event}, contribuição
alongar, {event}, alongamento
caçar, {event}, caçada
predizer, {event}, predição
ditar, {agent}, ditador
sequestrar, {agent}, sequestrador
renovar, {event}, renovação
delimitar, {byMeansOf}, delimitação
perdoar, {event}, perdão
integrar, {event}, integração
rebaixar, {state}, rebaixe
iniciar, {event}, início
acumular, {undergoer}, acúmulo
adquirir, {undergoer}, aquisição
reconstruir, {event}, reconstrução
pesquisar, {agent}, pesquisador
mudar, {event}, mudança
engatinhar, {event}, engatinhamento
inspirar, {event}, inspiração
enviar, {event}, envio
enterrar, {event}, enterro
emboscar, {event}, emboscada
desintegrar, {event}, desintegração
admirar, {state}, admiração
escavar, {location}, escavação
regenerar, {event}, regeneração
alterar, {event}, alteração
doer, {uses}, dor
espalhar, {event}, espalhamento
experimentar, {event}, experiência
suspirar, {event}, suspiro
garantir, {byMeansOf}, garantia
copular, {event}, cópula
amplificar, {instrument}, amplificador
aplaudir, {event}, aplauso
corresponder, {event}, correspondência
doer, {event}, dor
aliviar, {result}, alívio
mencionar, {byMeansOf}, menção
discriminar, {event}, discriminação
alugar, {event}, aluguel
verificar, {event}, verificação
gaguejar, {byMeansOf}, gagueira
comprar, {undergoer}, compra
comentar, {event}, comentário
ganhar, {undergoer}, ganho
desapontar, {state}, desapontamento
avançar, {event}, avanço
contratar, {event}, contrato
edificar, {event}, edificação
cobrir, {uses}, cobertura
morar, {agent}, morador
falsificar, {result}, falsificação
anunciar, {agent}, anunciador
enviar, {event}, envio
rebelar, {agent}, rebelde
interpolar, {byMeansOf}, interpolação
calcular, {event}, cálculo
piscar, {event}, piscamento
emular, {agent}, emulador
reparar, {event}, reparo
debater, {event}, debate
elogiar, {event}, elogio
utilizar, {event}, utilização
mudar, {event}, mudança
supor, {event}, suposição
falar, {agent}, falante
estudar, {agent}, estudante
mudar, {property}, mudança
vencer, {undergoer}, vitória
fiar, {agent}, fiador
reunir, {event}, reunião
socorrer, {event}, socorro
governar, {event}, governo
queimar, {event}, queimadura
sobreviver, {state}, sobrevivência
obter, {event}, obtenção
corromper, {event}, corrupção
gemer, {event}, gemido
mudar, {property}, mudança
revoltar, {event}, revolta
consultar, {event}, consulta
liderar, {agent}, líder
utilizar, {agent}, utilizador
deslizar, {event}, deslizamento
regressar, {event}, regresso
recitar, {event}, recital
causar, {agent}, causa
substituir, {undergoer}, substituto
colher, {undergoer}, colheita
agitar, {event}, agitação
sugerir, {event}, sugestão
decidir, {result}, decisão
reservar, {event}, reserva
governar, {byMeansOf}, governo
caminhar, {event}, caminhada
descontinuar, {event}, descontinuação
implantar, {undergoer}, implantação
experimentar, {result}, experiência
estruturar, {uses}, estrutura
romper, {event}, rompimento
alugar, {event}, aluguel
prognosticar, {event}, prognóstico
progredir, {event}, progressão
observar, {agent}, observador
olhar, {event}, olhada
adiar, {event}, adiamento
calcular, {event}, cálculo
limitar, {byMeansOf}, limitação
surpreender, {event}, surpresa
sofrer, {event}, sofrimento
relacionar, {event}, relação
completar, {byMeansOf}, complemento
vingar, {event}, vingança
insurgir, {event}, insurreição
compor, {event}, composição
formar, {event}, formação
contar, {result}, conta
bradar, {event}, brado
condenar, {uses}, condenação
afiliar, {event}, afiliação
experimentar, {result}, experiência
gerar, {event}, geração
prosseguir, {event}, prosseguimento
reagir, {event}, reação
combater, {event}, combate
organizar, {agent}, organização
raptar, {event}, rapto
obter, {event}, obtenção
perdoar, {uses}, perdão
prosseguir, {event}, prosseguimento
ativar, {event}, ativação
desiludir, {event}, desilusão
disfarçar, {byMeansOf}, disfarce
trapacear, {agent}, trapaceiro
anular, {event}, anulação
influenciar, {byMeansOf}, influência
perfurar, {event}, perfuração
arrendar, {event}, arrendamento
abusar, {agent}, abusador
acalmar, {byMeansOf}, calmante
orçar, {result}, orçamento
considerar, {event}, consideração
beneficiar, {byMeansOf}, benefício
feder, {event}, fedor
forçar, {byMeansOf}, força
mover, {event}, movimento
disputar, {event}, disputa
restringir, {event}, restrição
consertar, {event}, conserto
pressionar, {event}, pressão
mobilizar, {event}, mobilização
finalizar, {event}, finalização
incentivar, {byMeansOf}, incentivo
depositar, {agent}, depositante
modificar, {event}, modificação
comprar, {event}, compra
inferir, {event}, inferência
subir, {event}, subida
conectar, {event}, conexão
destruir, {agent}, destruidor
continuar, {event}, continuação
meditar, {event}, meditação
esperar, {event}, espera
desperdiçar, {property}, desperdício
interromper, {event}, interrupção
prever, {event}, previsão
decrescer, {event}, decréscimo
agredir, {agent}, agressor
escrever, {agent}, escritor
começar, {event}, começo
fecundar, {event}, fecundação
mastigar, {event}, mastigação
conversar, {event}, conversa
exercitar, {event}, exercício
propulsar, {event}, propulsão
chuviscar, {event}, chuvisco
contrair, {event}, contracção
ordenar, {undergoer}, ordem
negar, {event}, negação
boxear, {agent}, boxeador
experimentar, {undergoer}, experiência
empurrar, {event}, empurrão
deletar, {event}, deletamento
adicionar, {byMeansOf}, adição
faltar, {state}, falta
transportar, {event}, transporte
polir, {property}, polimento
desanimar, {state}, desânimo
abolir, {event}, abolimento
atuar, {agent}, ator
rejeitar, {undergoer}, rejeição
evoluir, {event}, evolução
cancelar, {event}, cancelamento
expedir, {event}, expedição
adicionar, {byMeansOf}, adição
provocar, {byMeansOf}, provocação
prover, {uses}, provisão
debater, {event}, debate
fornecer, {uses}, fornecimento
ofender, {event}, ofensa
abduzir, {event}, abdução
atacar, {agent}, atacante
massacrar, {event}, massacre
sobressaltar, {event}, sobressalto
beber, {undergoer}, bebida
aumentar, {byMeansOf}, aumento
torturar, {undergoer}, tortura
beijar, {event}, beijo
aconselhar, {agent}, conselheiro
aludir, {byMeansOf}, alusão
detectar, {event}, detecção
explicar, {event}, explicação
infestar, {agent}, infestação
reconhecer, {event}, reconhecimento
gerar, {event}, geração
confortar, {event}, conforto
responder, {byMeansOf}, resposta
pressupor, {event}, pressuposto
ver, {byMeansOf}, visão
combinar, {event}, combinação
sussurrar, {event}, sussurro
investigar, {event}, investigação
inundar, {event}, inundação
ceder, {event}, cessão
consentir, {event}, consentimento
abastecer, {event}, abastecimento
prever, {event}, previsão
doar, {event}, doação
sugerir, {event}, sugestão
distribuir, {event}, distribuição
lucrar, {property}, lucro
pedir, {event}, pedido
sustentar, {event}, sustentação
urbanizar, {event}, urbanização
aprisionar, {event}, aprisionamento
gorjear, {event}, gorjeio
alongar, {event}, alongamento
manifestar, {event}, manifestação
custar, {property}, custo
estimar, {event}, estimativa
permanecer, {event}, permanência
supor, {event}, suposição
intensificar, {event}, intensificação
abominar, {result}, abominação
melhorar, {event}, melhoria
degenerar, {state}, degeneração
revogar, {event}, revogação
imputar, {event}, imputação
combinar, {event}, combinação
amplificar, {byMeansOf}, amplificador
excitar, {event}, excitação
exibir, {undergoer}, exibição
danificar, {event}, dano
impedir, {byMeansOf}, impedimento
flutuar, {property}, flutuação
indicar, {byMeansOf}, indicação
reverter, {event}, reversão
desprezar, {property}, desprezo
alarmar, {byMeansOf}, alarme
agredir, {agent}, agressor
contatar, {event}, contato
persistir, {event}, persistência
clarificar, {event}, clarificação
cooperar, {event}, cooperação
transformar, {event}, transformação
fecundar, {event}, fecundação
abreviar, {result}, abreviação
comprimir, {event}, compressão
penalizar, {event}, penalização
alterar, {event}, alteração
ligar, {instrument}, ligação
significar, {byMeansOf}, significado
explorar, {agent}, explorador
diminuir, {event}, diminuição
instruir, {result}, instrução
expulsar, {event}, expulsão
generalizar, {result}, generalização
fascinar, {state}, fascinação
expor, {undergoer}, exposição
complicar, {event}, complicação
deduzir, {byMeansOf}, dedução
acusar, {agent}, acusador
aplicar, {event}, aplicação
iniciar, {agent}, iniciante
dividir, {event}, divisão
necessitar, {undergoer}, necessidade
excitar, {state}, excitamento
torcer, {event}, torção
irritar, {state}, irritação
preceder, {event}, precedência
educar, {result}, educação
rescindir, {event}, rescisão
refinar, {result}, refinamento
deslizar, {event}, deslizamento
espantar, {state}, espanto
transportar, {event}, transporte
fundir, {event}, fusão
ensinar, {event}, ensinamento
colocar, {property}, colocação
contratar, {event}, contratação
comissionar, {undergoer}, comissão
buscar, {agent}, buscador
eleger, {agent}, eleitor
diminuir, {event}, diminuição
existir, {state}, existência
saltar, {event}, salto
emergir, {event}, emergência
germinar, {event}, germinação
opinar, {event}, opinião
formular, {event}, formulação
variar, {result}, variante
recusar, {event}, recusa
despachar, {byMeansOf}, despacho
deduzir, {event}, dedução
decair, {event}, decadência
perceber, {event}, percepção
falar, {agent}, falante
tremer, {event}, tremor
finalizar, {event}, fim
dividir, {event}, divisão
usar, {agent}, usuário
renunciar, {event}, renúncia
esperar, {byMeansOf}, esperança
provocar, {byMeansOf}, provocação
preferir, {property}, preferência
desonrar, {state}, desonra
desenhar, {undergoer}, desenho
preparar, {event}, preparação
refletir, {event}, reflexão
decepcionar, {event}, decepção
separar, {event}, separação
confederar, {event}, confederação
masturbar, {event}, masturbação
confessar, {byMeansOf}, confissão
salvar, {agent}, salvador
prender, {location}, prisão
praticar, {event}, prática
emancipar, {event}, emancipação
fertilizar, {event}, fertilização
piar, {event}, pio
misturar, {event}, mistura
herdar, {agent}, herdeiro
partir, {event}, partida
destilar, {result}, destilação
tremer, {event}, tremura
acusar, {agent}, acusador
separar, {event}, separação
cessar, {event}, cessação
sobreviver, {agent}, sobrevivente
ejetar, {event}, ejeção
pontuar, {event}, pontuação
defender, {agent}, defensor
usurpar, {agent}, usurpador
constituir, {event}, constituição
anunciar, {event}, anúncio
posicionar, {location}, posição
impulsionar, {event}, impulsão
caricaturar, {result}, caricatura
desativar, {event}, desativação
ajustar, {event}, ajustamento
danificar, {event}, dano
destruir, {agent}, destruidor
coordenar, {agent}, coordenador
acumular, {result}, acúmulo
copular, {event}, cópula
chantagear, {agent}, chantagista
trepar, {event}, trepada
controlar, {event}, controle
acelerar, {event}, aceleração
concluir, {event}, conclusão
denunciar, {event}, denúncia
penetrar, {event}, penetração
aquecer, {instrument}, aquecedor
sindicar, {result}, sindicato
anotar, {uses}, anotação
remover, {material}, removedor
gerir, {event}, gestão
disseminar, {property}, disseminação
permanecer, {event}, permanência
impulsionar, {byMeansOf}, impulsão
encontrar, {uses}, encontro
renunciar, {event}, renúncia
queimar, {location}, queimadura
considerar, {undergoer}, consideração
ajudar, {byMeansOf}, ajudante
retornar, {event}, retorno
imitar, {event}, imitação
autorizar, {undergoer}, autorização
divertir, {uses}, divertimento
emendar, {event}, emenda
otimizar, {event}, otimização
rezar, {event}, reza
espalhar, {event}, espalhamento
transformar, {byMeansOf}, transformação
demolir, {event}, demolição
decorar, {byMeansOf}, decoração
produzir, {agent}, produtor
assistir, {byMeansOf}, assistência
introduzir, {event}, introdução
reduzir, {event}, redução
acabar, {event}, acabamento
roubar, {undergoer}, roubo
marchar, {event}, marcha
resignar, {event}, resignação
restringir, {byMeansOf}, restrição
parabenizar, {event}, parabéns
transformar, {event}, transformação
putrefazer, {event}, putrefação
alimentar, {byMeansOf}, alimento
destilar, {result}, destilação
remunerar, {undergoer}, remuneração
paginar, {event}, paginação
conceder, {state}, concessão
abdicar, {event}, abdicação
rimar, {event}, rima
auxiliar, {event}, auxílio
assemelhar, {event}, semelhança
aprender, {agent}, aprendiz
transpirar, {undergoer}, transpiração
provocar, {byMeansOf}, provocação
emprestar, {event}, empréstimo
equilibrar, {result}, equilíbrio
exclamar, {event}, exclamação
renunciar, {byMeansOf}, renúncia
falar, {agent}, falante
zumbir, {event}, zumbido
acabar, {event}, acabamento
localizar, {location}, localização
fornecer, {uses}, fornecimento
evocar, {event}, evocação
lutar, {agent}, lutador
aprimorar, {byMeansOf}, aprimoramento
mudar, {event}, mudança
equipar, {uses}, equipamento
excitar, {byMeansOf}, excitação
domar, {agent}, domador
supor, {event}, suposição
cozinhar, {agent}, cozinheiro
limitar, {event}, limitação
ascender, {event}, ascensão
vir, {event}, vinda
acabar, {event}, acabamento
elevar, {result}, elevação
reembolsar, {undergoer}, reembolso
resumir, {result}, resumo
publicar, {result}, publicação
pesquisar, {agent}, pesquisador
procriar, {event}, procriação
cultivar, {event}, cultivo
sair, {location}, saída
legendar, {event}, legenda
extraditar, {event}, extradição
invadir, {event}, invasão
estabelecer, {event}, estabelecimento
escandalizar, {event}, escândalo
refrigerar, {instrument}, refrigerador
fornecer, {uses}, fornecimento
polir, {property}, polimento
solicitar, {event}, solicitação
lutar, {event}, luta
alterar, {event}, alteração
conduzir, {agent}, condutor
raptar, {agent}, raptor
abrigar, {byMeansOf}, abrigo
devanear, {event}, devaneio
insultar, {byMeansOf}, insulto
confundir, {event}, confusão
fugir, {event}, fuga
exagerar, {event}, exagero
delegar, {result}, delegação
contrastar, {property}, contraste
comportar, {event}, comportamento
inferir, {event}, inferência
adornar, {event}, adornamento
acalmar, {event}, calma
embriagar, {state}, embriaguez
misturar, {event}, mistura
continuar, {event}, continuação
estudar, {event}, estudo
abundar, {property}, abundância
transferir, {result}, transferência
iludir, {event}, ilusão
terminar, {event}, término
desanimar, {event}, desânimo
simular, {byMeansOf}, simulador
salvar, {event}, salvação
recuperar, {event}, recuperação
arrendar, {event}, arrendamento
propulsar, {event}, propulsão
tremer, {event}, tremor
contactar, {event}, contato
reconhecer, {event}, reconhecimento
vestir, {uses}, vestuário
vestir, {uses}, vestuário
criar, {result}, criação
derramar, {event}, derramamento
contemplar, {event}, contemplação
adotar, {event}, adoção
consagrar, {event}, consagração
trocar, {event}, troca
assentir, {event}, assentimento
duvidar, {state}, dúvida
morrer, {event}, morte
repreender, {event}, repreensão
inscrever, {event}, inscrição
relatar, {event}, relatório
poluir, {event}, poluição
beneficiar, {byMeansOf}, benefício
relaxar, {event}, relaxação
mutilar, {event}, mutilação
barbear, {instrument}, barbeador
alienar, {state}, alienação
prognosticar, {byMeansOf}, prognóstico
cheirar, {event}, cheiro
computar, {agent}, computador
executar, {event}, execução
ensinar, {event}, ensinamento
desmaiar, {event}, desmaio
misturar, {event}, mistura
contrapor, {property}, contraposição
compreender, {property}, compreensão
investigar, {agent}, investigador
supor, {event}, suposição
provar, {uses}, prova
mediar, {agent}, mediador
publicar, {result}, publicação
manifestar, {event}, manifestação
hipnotizar, {agent}, hipnotizador
permanecer, {event}, permanência
admirar, {agent}, admirador
compensar, {undergoer}, compensação
reconhecer, {state}, reconhecimento
assobiar, {event}, assobio
encomendar, {byMeansOf}, encomenda
decorar, {byMeansOf}, decoração
povoar, {event}, povoação
migrar, {event}, migração
desejar, {undergoer}, desejo
aplaudir, {event}, aplauso
abreviar, {result}, abreviação
perguntar, {event}, pergunta
selecionar, {event}, seleção
manejar, {event}, manejo
demitir, {event}, demissão
assistir, {agent}, assistente
injetar, {event}, injeção
andar, {event}, andada
agachar, {event}, agachamento
abster, {property}, abstenção
agitar, {event}, agitação
deduzir, {byMeansOf}, dedução
aludir, {event}, alusão
elucidar, {event}, elucidação
agredir, {agent}, agressor
confirmar, {byMeansOf}, confirmação
cheirar, {undergoer}, cheiro
iniciar, {event}, início
deportar, {event}, deportação
interrogar, {agent}, interrogador
irritar, {event}, irritação
investigar, {agent}, investigador
segmentar, {result}, segmento
cogitar, {event}, cogitação
adotar, {event}, adoção
ensaiar, {event}, ensaio
rodar, {event}, rotação
denunciar, {event}, denúncia
trapacear, {agent}, trapaceiro
reclamar, {event}, reclamação
experimentar, {result}, experiência
participar, {event}, participação
consolar, {uses}, consolo
programar, {result}, programa
alimentar, {byMeansOf}, alimento
expulsar, {event}, expulsão
apostar, {agent}, apostador
realizar, {event}, realização
pular, {event}, pulo
deglutir, {event}, deglutição
nomear, {event}, nomeação
castigar, {event}, castigo
reduzir, {event}, redução
erodir, {event}, erosão
gerir, {byMeansOf}, gestão
experimentar, {event}, experiência
anular, {event}, anulação
introduzir, {event}, introdução
queimar, {location}, queimadura
degradar, {event}, degradação
deteriorar, {event}, deterioração
substituir, {event}, substituição
proibir, {byMeansOf}, proibição
aumentar, {event}, aumento
ligar, {event}, ligação
acrescentar, {event}, acréscimo
convidar, {event}, convite
derrapar, {event}, derrapagem
prognosticar, {event}, prognóstico
conhecer, {state}, conhecimento
aclamar, {event}, aclamação
racionalizar, {event}, racionalização
mensurar, {event}, mensuração
copiar, {result}, cópia
contaminar, {event}, contaminação
representar, {result}, representação
ornar, {byMeansOf}, ornamento
purificar, {event}, purificação
rir, {event}, riso
estuprar, {agent}, estuprador
inventar, {agent}, inventor
desabar, {event}, desabamento
controlar, {byMeansOf}, controlador
questionar, {event}, questão
gerenciar, {byMeansOf}, gerenciamento
reconhecer, {event}, reconhecimento
observar, {agent}, observador
pensar, {event}, pensamento
anular, {event}, anulação
falsificar, {agent}, falsificador
avisar, {event}, aviso
reconhecer, {event}, reconhecimento
marchar, {event}, marcha
unificar, {event}, unificação
satisfazer, {event}, satisfação
incorporar, {event}, incorporação
caçoar, {undergoer}, caçoada
recompensar, {event}, recompensa
terminar, {event}, término
prover, {uses}, provisão
conduzir, {agent}, condutor
desenvolver, {event}, desenvolvimento
recuperar, {event}, recuperação
provocar, {byMeansOf}, provocação
avaliar, {agent}, avaliador
limitar, {byMeansOf}, limitação
executar, {event}, execução
adquirir, {event}, aquisição
situar, {property}, situação
praticar, {event}, prática
arrepender, {event}, arrependimento
inspecionar, {agent}, inspetor
tocar, {event}, toque
demonstrar, {agent}, demonstrador
situar, {location}, situação
substituir, {agent}, substituto
pesquisar, {event}, pesquisa
acelerar, {event}, aceleração
progredir, {event}, progresso
lutar, {agent}, lutador
ornamentar, {state}, ornamentação
manipular, {event}, manipulação
preocupar, {byMeansOf}, preocupação
diminuir, {event}, diminuição
rejeitar, {event}, rejeição
apresentar, {event}, apresentação
corrigir, {event}, correção
perceber, {event}, percepção
restaurar, {state}, restauração
supervisionar, {agent}, supervisor
descentralizar, {event}, descentralização
começar, {event}, começo
relatar, {event}, relatório
subir, {undergoer}, subida
colocar, {event}, colocação
prever, {event}, previsão
exagerar, {event}, exagero
cozinhar, {agent}, cozinheiro
acumular, {event}, acumulação
criar, {agent}, criador
resgatar, {result}, resgate
tentar, {event}, tentativa
desaparecer, {event}, desaparição
pedir, {event}, pedido
sancionar, {uses}, sanção
negociar, {event}, negociação
compor, {agent}, compositor
provocar, {byMeansOf}, provocação
admirar, {agent}, admirador
adotar, {event}, adopção
quantificar, {event}, quantificação
embarcar, {event}, embarque
bradar, {event}, brado
fundir, {event}, fusão
vencer, {agent}, vencedor
incinerar, {event}, incineração
questionar, {event}, questão
rever, {event}, revisão
morar, {agent}, morador
contradizer, {event}, contradição
aceitar, {event}, aceitação
desmoronar, {event}, desmoronamento
confirmar, {byMeansOf}, confirmação
confirmar, {byMeansOf}, confirmação
finalizar, {byMeansOf}, fim
forçar, {byMeansOf}, força
justificar, {byMeansOf}, justificação
decorar, {byMeansOf}, decoração
recomendar, {byMeansOf}, recomendação
ajudar, {byMeansOf}, ajuda
ajudar, {byMeansOf}, ajuda
ajudar, {byMeansOf}, ajuda
ajudar, {byMeansOf}, ajuda
influenciar, {byMeansOf}, influência
influir, {byMeansOf}, influência
